,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language
60219,60219,270,2575,Succubus Blues,Richelle Mead,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,05 Aug 2010,384,Kensington Publishing,English,Succubus Shadows,Richelle Mead,Fantasy;Urban Fantasy;Fantasy;Paranormal;Fantasy;Romance;Romance;Paranormal Romance;Paranormal;Demons;Paranormal;Vampires,March 30th 2010,281,Kensington,English
60273,60273,1545,2577,A Taste of Innocence,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance,29 Aug 2011,464,HarperCollins Publishers Inc,English,Once Tasted,Laura Moore,Romance;Romance;Contemporary Romance;Contemporary,May 27th 2014,349,Ballantine Books,English
60491,60491,2021,2580,The Perils of Pleasure : Pennyroyal Green Series,Julie Anne Long,Romance:Romance Books:Historical Romance:Historical Romance,29 Aug 2011,384,HarperCollins Publishers Inc,English,The Perils of Pleasure,Julie Anne Long,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance,January 29th 2008,375,Avon,English
60804,60804,1337,2603,The Twelve Dates of Christmas : The Complete Novel,Lisa Dickenson,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Oct 2015,384,Little Brown Book Group,English,The Sweet; Terrible; Glorious Year I Truly; Completely Lost It,Lisa Shanahan,Young Adult;Contemporary;Romance;Fiction;Realistic Fiction;Womens Fiction;Chick Lit,August 28th 2007,297,Delacorte Books for Young Readers,English
61128,61128,1488,2616,The Course of True Love (and First Dates) : A Magnus Bane Story,Cassandra Clare,Fantasy:Fantasy Books:Romance:Romance Books:Fantasy Books for Kids,01 Feb 2018,96,Walker Books Ltd,English,My Love Lies Bleeding,Alyxandra Harvey,Paranormal;Vampires;Young Adult;Fantasy;Paranormal;Romance;Fantasy,January 1st 2010,248,Bloomsbury Publishing,English
62197,62197,2332,2673,When Love Awaits,Johanna Lindsey,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,27 Jan 2004,352,HarperCollins Publishers Inc,English,A Pirate's Love,Johanna Lindsey,Romance;Historical Romance;Romance;Historical;Adventure;Pirates,June 14th 2011,388,HarperCollins e-books,
62319,62319,1044,2680,Kiss of Midnight,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,16 Feb 2009,432,Bantam Doubleday Dell Publishing Group Inc,English,Once Upon a Midnight,Nora Roberts;Jill Gregory;Ruth Ryan Langan;Marianne Willman,Romance;Anthologies;Romance;Paranormal Romance;Fiction,September 30th 2003,407,Jove Books,English
62327,62327,1215,2680,Darker After Midnight,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,16 Jan 2012,416,Little Brown Book Group,English,Once Upon a Midnight,Nora Roberts;Jill Gregory;Ruth Ryan Langan;Marianne Willman,Romance;Anthologies;Romance;Paranormal Romance;Fiction,September 30th 2003,407,Jove Books,English
62447,62447,3058,2680,Midnight Bayou,Nora Roberts,Contemporary Fiction:Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Dec 2002,368,Penguin Putnam Inc,English,Once Upon a Midnight,Nora Roberts;Jill Gregory;Ruth Ryan Langan;Marianne Willman,Romance;Anthologies;Romance;Paranormal Romance;Fiction,September 30th 2003,407,Jove Books,English
62652,62652,491,2691,Ten Things I Love About You,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,08 Jun 2010,384,Little Brown Book Group,English,Ten Things I Love About You,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,May 25th 2010,377,Avon,English
62711,62711,2931,2694,A Widow for One Year,John Irving,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Dec 2001,592,Random House USA Inc,English,The One Dollar Horse,Lauren St. John,Animals;Horses;Young Adult;Animals;Contemporary,March 1st 2012,224,Orion Childrens,
62881,62881,737,2698,My Dad Wrote a Porno : The fully annotated edition of Rocky Flintstone's Belinda Blinked,Jamie Morton:Alice Levine:James Cooper:Rocky Flintstone,Erotic Fiction:Funny Books & Stories,27 Oct 2016,224,Quercus Publishing,English,Rogue Love (Kings of Corruption #1),Michelle St. James,Romance,March 21st 2017,364,Blackthorn Press,None
63212,63212,1038,2716,Immortals After Dark #3: Wicked Deeds on a Winter's Night,Kresley Cole,Romance:Romance Books,03 Dec 2007,352,SIMON & SCHUSTER,English,Deep Kiss of Winter,Kresley Cole;Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Vampires;Fantasy,October 13th 2009,426,Pocket Books,English
63219,63219,1299,2716,The Winter Sea,Susanna Kearsley,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Historical Fiction,01 Dec 2010,544,Sourcebooks Inc,English,Deep Kiss of Winter,Kresley Cole;Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Vampires;Fantasy,October 13th 2009,426,Pocket Books,English
64353,64353,3062,2782,Fifty Shades of Grey : Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E. L. James:Becca Battoe,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Jul 2012,None,Cornerstone,English,Mob Boss: The Complete Series Box Set (1-3): Ruthless; Fearless; Lawless,Michelle St. James,Suspense,September 21st 2016,651,Blackthorn Press,
65551,65551,344,2863,My American Duchess,Eloisa James,Historical Romance:Historical Romance,26 Jan 2016,416,Little Brown Book Group,English,My American Duchess,Eloisa James;Kate Reading,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Historical;Regency;Fiction,January 26th 2016,12,HarperAudio,English
65553,65553,369,2863,This Duchess of Mine,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,372,HarperCollins Publishers Inc,English,My American Duchess,Eloisa James;Kate Reading,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Historical;Regency;Fiction,January 26th 2016,12,HarperAudio,English
65601,65601,2130,2864,After the Kiss : The Notorious Gentlemen,Suzanne Enoch,Romance:Romance Books:Historical Romance:Historical Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,After the Kiss,Suzanne Enoch,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical Romance;Regency Romance,June 24th 2008,357,Avon,English
65879,65879,596,2869,Beautiful Bombshell,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Dec 2013,160,SIMON & SCHUSTER,English,Beautiful Torment,Paige Laurens,Romance;New Adult,February 23rd 2015,216,,
66096,66096,1354,2878,Vampire Mine,Kerrelyn Sparks,Romance:Romance Books,11 Jul 2011,384,HarperCollins Publishers Inc,English,Vampire Mine,Kerrelyn Sparks,Romance;Paranormal Romance;Paranormal;Vampires;Fantasy;Paranormal;Romance;Paranormal;Angels,March 29th 2011,369,Avon,English
66099,66099,1444,2878,How To Marry A Millionaire Vampire,Kerrelyn Sparks,Myth & Legend Told As Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,11 Jul 2011,384,HarperCollins Publishers Inc,English,Vampire Mine,Kerrelyn Sparks,Romance;Paranormal Romance;Paranormal;Vampires;Fantasy;Paranormal;Romance;Paranormal;Angels,March 29th 2011,369,Avon,English
66101,66101,1490,2878,Sexiest Vampire Alive,Kerrelyn Sparks,Romance:Romance Books,05 Oct 2011,384,HarperCollins Publishers Inc,English,Vampire Mine,Kerrelyn Sparks,Romance;Paranormal Romance;Paranormal;Vampires;Fantasy;Paranormal;Romance;Paranormal;Angels,March 29th 2011,369,Avon,English
66216,66216,2723,2887,Come a Little Bit Closer,Bella Andre,Adult & Contemporary Romance:Adult & Contemporary Romance,25 Feb 2014,376,Mira Books,English,Come A Little Bit Closer,Bella Andre,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit,November 28th 2012,400,Smashwords,English
66225,66225,3769,2888,And I Love Her,Marie Force,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Mar 2015,336,Berkley Books,English,Hoping for Love,Marie Force,Romance;Romance;Contemporary Romance;Contemporary,March 6th 2012,294,HTJB; Inc. (Marie Force Author),
66361,66361,1948,2896,When the Duke Returns,Eloisa James,Historical Romance:Historical Romance:Historical Fiction,12 Nov 2009,384,Hodder & Stoughton General Division,English,When the Duke Returns,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Fiction;Historical Romance;Regency Romance,November 25th 2008,375,Avon,English
66424,66424,3549,2898,The End of the Innocence,Alessandra Torre,Erotic Fiction,23 Mar 2014,448,Dca Inc.,English,Masked Innocence,Alessandra Torre,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Romance;Erotic Romance;Erotica;Bdsm,February 25th 2014,300,Alessandra Torre,
66856,66856,3898,2912,The Madam : Book 2 of the VIP Trilogy,M Robinson,Erotic Fiction,11 Jun 2015,272,Createspace Independent Publishing Platform,English,The Photographer Trilogy Box Set,Sarah  Robinson,Suspense;Romance;Mystery;Thriller;Mystery Thriller,January 1st 2015,999,,None
67466,67466,111,2944,Beautiful Bastard,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Dec 2013,320,SIMON & SCHUSTER,English,Beautiful Dream,Paige Laurens,New Adult;Romance,November 27th 2015,None,,None
67506,67506,596,2944,Beautiful Bombshell,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Dec 2013,160,SIMON & SCHUSTER,English,Beautiful Dream,Paige Laurens,New Adult;Romance,November 27th 2015,None,,None
67510,67510,1156,2944,Beautiful Secret,Christina Lauren,Contemporary Fiction:Thriller Books:Thrillers:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Apr 2015,400,SIMON & SCHUSTER,English,Beautiful Dream,Paige Laurens,New Adult;Romance,November 27th 2015,None,,None
67567,67567,3357,2944,Beautiful Bastard. Un tipo odioso: Serie Beautiful Bastard 1,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,272,DEBOLSILLO,Spanish,Beautiful Dream,Paige Laurens,New Adult;Romance,November 27th 2015,None,,None
67590,67590,1891,2945,Your Scandalous Ways,Loretta Chase,Historical Romance:Historical Romance,08 Jul 2011,374,HarperCollins Publishers Inc,English,Your Scandalous Ways,Loretta Chase,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,May 27th 2008,357,Avon,English
67603,67603,1654,2951,The Ranger,Monica McCarty,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,01 Jan 2011,416,Random House USA Inc,English,The Ranger,Monica McCarty,Romance;Historical Romance;Romance;Historical,December 28th 2010,398,Ballantine Books,English
68039,68039,3357,2974,Beautiful Bastard. Un tipo odioso: Serie Beautiful Bastard 1,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,272,DEBOLSILLO,Spanish,Beautiful Beginning,Christina Lauren,New Adult;Humor;Funny;Romance;Erotic Romance;Adult Fiction;Erotica;Humor,November 19th 2013,208,Pocket Star,
68442,68442,1426,2988,Three Amazing Things About You : A touching novel about love heartbreak and new beginnings,Jill Mansell,Romance:Romance Books,18 Jun 2015,400,Headline Publishing Group,English,Breaking Travis,Jill Sanders,Romance;Contemporary Romance;Romance,October 31st 2014,250,Jill Sanders,
68949,68949,1908,3017,Lord of Wicked Intentions,Lorraine Heath,Contemporary Fiction:Historical Romance:Historical Romance,30 Apr 2013,384,HarperCollins Publishers Inc,English,Passions of a Wicked Earl,Lorraine Heath,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,October 26th 2010,384,Avon,
68989,68989,1880,3019,Highland Warrior,Monica McCarty,Romance:Romance Books:Historical Romance:Historical Romance,31 Jan 2009,384,Random House USA Inc,English,Highland Outlaw,Monica McCarty,Romance;Historical Romance;Romance;Historical,February 24th 2009,356,Ballantine Books,English
68991,68991,1933,3019,Highlander Unmasked,Monica McCarty,Romance:Romance Books:Historical Romance:Historical Romance,02 Nov 2007,432,Random House USA Inc,English,Highland Outlaw,Monica McCarty,Romance;Historical Romance;Romance;Historical,February 24th 2009,356,Ballantine Books,English
68993,68993,1973,3019,Highlander Untamed,Monica McCarty,Romance:Romance Books:Historical Romance:Historical Romance,06 Aug 2007,368,Random House USA Inc,English,Highland Outlaw,Monica McCarty,Romance;Historical Romance;Romance;Historical,February 24th 2009,356,Ballantine Books,English
69350,69350,111,3036,Beautiful Bastard,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Dec 2013,320,SIMON & SCHUSTER,English,Cold-Blooded Beautiful,Christine Zolendz,Dark;Romance;Sociology;Abuse;Romance;Contemporary Romance;New Adult,February 5th 2014,282,,None
69352,69352,247,3036,Beautiful Player,Christina Lauren,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,432,SIMON & SCHUSTER,English,Cold-Blooded Beautiful,Christine Zolendz,Dark;Romance;Sociology;Abuse;Romance;Contemporary Romance;New Adult,February 5th 2014,282,,None
69356,69356,596,3036,Beautiful Bombshell,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Dec 2013,160,SIMON & SCHUSTER,English,Cold-Blooded Beautiful,Christine Zolendz,Dark;Romance;Sociology;Abuse;Romance;Contemporary Romance;New Adult,February 5th 2014,282,,None
69362,69362,2423,3036,Beautiful Boss,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Mar 2016,144,SIMON & SCHUSTER,English,Cold-Blooded Beautiful,Christine Zolendz,Dark;Romance;Sociology;Abuse;Romance;Contemporary Romance;New Adult,February 5th 2014,282,,None
69364,69364,2470,3036,Beautiful,Christina Lauren,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2016,416,SIMON & SCHUSTER,English,Cold-Blooded Beautiful,Christine Zolendz,Dark;Romance;Sociology;Abuse;Romance;Contemporary Romance;New Adult,February 5th 2014,282,,None
69368,69368,3357,3036,Beautiful Bastard. Un tipo odioso: Serie Beautiful Bastard 1,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,272,DEBOLSILLO,Spanish,Cold-Blooded Beautiful,Christine Zolendz,Dark;Romance;Sociology;Abuse;Romance;Contemporary Romance;New Adult,February 5th 2014,282,,None
69369,69369,3480,3036,Beautiful Stranger. Un desconocido encantador,Christina Lauren:Concepción Rodríguez González,Erotic Fiction:Romance:Romance Books,03 Jun 2014,304,DEBOLSILLO,Spanish,Cold-Blooded Beautiful,Christine Zolendz,Dark;Romance;Sociology;Abuse;Romance;Contemporary Romance;New Adult,February 5th 2014,282,,None
69370,69370,3550,3036,Beautiful player : Un Seductor Irresistible / an Irresistible Seducer,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,400,DEBOLSILLO,Spanish,Cold-Blooded Beautiful,Christine Zolendz,Dark;Romance;Sociology;Abuse;Romance;Contemporary Romance;New Adult,February 5th 2014,282,,None
69414,69414,2985,3041,The Great Christmas Knit Off,Alexandra Brown,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Oct 2014,400,HarperCollins Publishers,English,Tidings of Great Joy,Sandra Brown,Romance;Romance;Contemporary Romance;Holiday;Christmas;Contemporary,November 2nd 1999,231,Bantam,English
69921,69921,2228,3063,More Than a Mistress,Mary Balogh,Historical Romance:Historical Romance,03 Aug 2001,384,Bantam Doubleday Dell Publishing Group Inc,English,More Than a Mistress,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,February 28th 2006,384,Dell,English
70153,70153,2754,3072,The Trouble with Valentine's Day,Rachel Gibson,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Dec 2012,368,HarperCollins Publishers Inc,English,The Trouble With Valentine's Day / Daisy's Back In Town,Rachel Gibson,Romance;Contemporary Romance;Romance;Womens Fiction;Chick Lit;Fiction,,628,Headline Book Publishing,None
70697,70697,1406,3090,The Renegade Hunter : A Rogue Hunter Novel,Lynsay Sands,Fantasy:Fantasy Books:Romance:Romance Books,01 Dec 2009,384,HarperCollins Publishers Inc,English,The Rogue Hunter,Lynsay Sands,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance;Fantasy,September 30th 2008,361,Avon,English
70714,70714,2408,3090,The Rogue Hunter,Lynsay Sands,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Jul 2009,384,HarperCollins Publishers Inc,English,The Rogue Hunter,Lynsay Sands,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance;Fantasy,September 30th 2008,361,Avon,English
70792,70792,3261,3094,Letters To Penthouse Xxxi : Serving It Up Hot and Dirty,Editors of Penthouse,Erotic Fiction,01 May 2008,304,Little Brown & Company,English,Letters to a War Zone,Lucy Felthouse,Romance;M M Romance;Adult Fiction;Erotica;Romance;Contemporary,March 28th 2014,28,Totally Bound,
70797,70797,3475,3094,Letters to Penthouse: Letters To Penthouse Xxxix Hot Horny and Right Next Door XXXIX,Editors of Penthouse,Erotic Fiction,03 Jan 2011,304,Little Brown & Company,English,Letters to a War Zone,Lucy Felthouse,Romance;M M Romance;Adult Fiction;Erotica;Romance;Contemporary,March 28th 2014,28,Totally Bound,
70802,70802,3874,3094,Letters to Penthouse: Letters To Penthouse XXXXII Hot and Horny in Class XXXXII,Editors of Penthouse,Erotic Fiction,10 Jan 2012,304,Little Brown & Company,English,Letters to a War Zone,Lucy Felthouse,Romance;M M Romance;Adult Fiction;Erotica;Romance;Contemporary,March 28th 2014,28,Totally Bound,
70804,70804,3934,3094,Letters To Penthouse Xxxvi : Sultry Passions Sinful Desires,Editors of Penthouse,Erotic Fiction,04 Jan 2010,304,Little Brown & Company,English,Letters to a War Zone,Lucy Felthouse,Romance;M M Romance;Adult Fiction;Erotica;Romance;Contemporary,March 28th 2014,28,Totally Bound,
71046,71046,1346,3108,Head Over Heels : Number 3 in series,Jill Shalvis,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Jan 2012,384,Little Brown & Company,English,The Secret Series Books 4-6,Jill Sanders,,,None,,None
71055,71055,2657,3108,Always on My Mind : Number 8 in series,Jill Shalvis,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Sep 2013,384,Little Brown & Company,English,The Secret Series Books 4-6,Jill Sanders,,,None,,None
71794,71794,2182,3147,Wicked Intentions : Number 1 in series,Elizabeth Hoyt,Historical Romance:Historical Romance,02 Dec 2010,400,Little Brown Book Group,English,Stand to Attention,Sean Michael;Jambrea Jo Jones;Lily Harlem;Elizabeth Coldwell;Noelle Keaton;Lucy Felthouse,Anthologies;War;Military;Romance;M M Romance;Romance,January 24th 2014,237,Totally Bound,
71814,71814,3380,3147,Wicked Intentions,Elizabeth Hoyt,Erotic Fiction:Myth & Legend Told As Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Historical Fiction,14 Oct 2014,388,Little Brown & Company,English,Stand to Attention,Sean Michael;Jambrea Jo Jones;Lily Harlem;Elizabeth Coldwell;Noelle Keaton;Lucy Felthouse,Anthologies;War;Military;Romance;M M Romance;Romance,January 24th 2014,237,Totally Bound,
71990,71990,2783,3161,Summer Nights,Susan Mallery,Adult & Contemporary Romance:Adult & Contemporary Romance,26 Jun 2012,384,HarperCollins Publishers,English,Summer Nights,Susan Mallery,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit,June 26th 2012,378,HQN,English
72010,72010,2453,3164,The Sweetest Thing : Number 2 in series,Jill Shalvis,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Apr 2011,400,Little Brown & Company,English,The West Series Books 4-6,Jill Sanders,,November 7th 2014,449,,
72148,72148,3965,3175,Say My Name : A Stark Novel,J Kenner,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Apr 2015,324,Bantam,English,Say My Name,J. Kenner;Abby Craden,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary,April 7th 2015,None,Random House Audio,English
72456,72456,3013,3187,A Sense Of Belonging,Erica James,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,12 May 2011,544,Orion Publishing Co,English,The Taming of the Duke,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,March 28th 2006,392,Avon,English
72501,72501,4,3188,Gone Girl,Gillian Flynn,Contemporary Fiction:Crime:Crime Fiction:Romance:Romance Books:People & Places,08 Nov 2012,480,Orion Publishing Co,English,Gone Girl,Gillian Flynn,Mystery;Fiction;Mystery;Crime;Contemporary;Thriller,May 24th 2012,444,Orion,English
72536,72536,1557,3189,Slightly Wicked,Mary Balogh,Historical Romance:Historical Romance,29 Apr 2003,342,Bantam Doubleday Dell Publishing Group Inc,English,Slightly Sinful,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,April 27th 2004,342,Dell,English
73541,73541,1607,3231,To Sir Phillip With Love : Number 5 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,01 Nov 2006,384,Little Brown Book Group,English,To Sir Phillip; With Love: The Epilogue II,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,September 1st 2009,22,Harper Collins,
74459,74459,1451,3264,Simply Irresistible : Number 1 in series,Jill Shalvis,Adult & Contemporary Romance:Adult & Contemporary Romance,04 Nov 2010,336,Little Brown & Company,English,The West Series Boxset,Jill Sanders,Romance;Drama,July 4th 2014,800,Jill Sanders,
75227,75227,1128,3306,Pandemonium (Delirium Trilogy 2),Lauren Oliver,Contemporary Fiction:Science Fiction:Science Fiction:Romance:Romance Books,27 Sep 2012,352,Hodder & Stoughton General Division,English,The Fallen Series Trilogy,Lauren Kate,Fantasy;Romance;Paranormal;Angels;Young Adult;Romance;Paranormal Romance,,1320,,
75245,75245,1776,3308,Austenland,Shannon Hale,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,27 May 2008,196,Bloomsbury Publishing PLC,English,Austenland,Shannon Hale,Fiction;Contemporary;Adult;Adult Fiction,May 29th 2007,197,Bloomsbury Publishing PLC,English
75677,75677,3779,3339,Secrets : Volume 4 the Best in Women's Romantic Erotica,Jeanie Cesarini:Desiree Lindsey:Betsy Morgan:Susan Paul:Emma Holly,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Dec 1998,316,Red Sage Publishing Inc.,English,The House of Erotica Witching Hour,Victoria Blisse;Isabel Holley;Nicky Raven;Heather Lin;Vanessa De Sade;Gemma Parkes;Tilly Hunter;Lucy Felthouse,Shapeshifters;Werewolves,October 7th 2013,123,House of Erotica,None
75715,75715,3261,3339,Letters To Penthouse Xxxi : Serving It Up Hot and Dirty,Editors of Penthouse,Erotic Fiction,01 May 2008,304,Little Brown & Company,English,The House of Erotica Witching Hour,Victoria Blisse;Isabel Holley;Nicky Raven;Heather Lin;Vanessa De Sade;Gemma Parkes;Tilly Hunter;Lucy Felthouse,Shapeshifters;Werewolves,October 7th 2013,123,House of Erotica,None
76107,76107,3095,3361,Pídeme lo que quieras,Megan Maxwell,Erotic Fiction:Romance:Romance Books,01 May 2014,464,Booket,Spanish,Pídeme lo que quieras,Megan Maxwell,Romance;Adult Fiction;Erotica;Contemporary;Adult;Womens Fiction;Chick Lit;Romance;Erotic Romance;Erotica;Bdsm;European Literature;Spanish Literature;Did Not Finish;Abandoned,November 8th 2012,464,Esencia,
76768,76768,2661,3397,I'm in No Mood for Love,Rachel Gibson,Adult & Contemporary Romance:Adult & Contemporary Romance,06 Jul 2011,359,HarperCollins Publishers Inc,English,I'm In No Mood For Love,Rachel Gibson,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Fiction,September 26th 2006,359,Avon,English
77042,77042,264,3406,Heaven and Earth : Three Sisters Island Trilogy,Nora Roberts,Contemporary Fiction:Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,368,Penguin Putnam Inc,English,Born In Trilogy Collection,Nora Roberts;Fiacre Douglas,Romance;Fiction;Contemporary,February 10th 2003,0,Brilliance Audio,English
77093,77093,1446,3406,The Key Trilogy : Key of Light/Key of Knowledge/Key of Valor,Nora Roberts,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Oct 2013,None,Penguin Putnam Inc,English,Born In Trilogy Collection,Nora Roberts;Fiacre Douglas,Romance;Fiction;Contemporary,February 10th 2003,0,Brilliance Audio,English
77277,77277,1772,3413,Hallam Square : Book Four in the brilliantly entertaining and heartwarming Gibson Family Saga,Anna Jacobs,Contemporary Fiction:Historical Romance:Historical Romance:Sagas,07 Nov 1996,496,Hodder & Stoughton General Division,English,Green Smoothie: Everyday Green Smoothie For Beginners(10 Day Green Smoothie Cleanse; green smoothies; green smoothies detox; green smoothies recipes; green ... Diet) (healthy food for everyday Book 9),Anna Scott,Nonfiction;Food and Drink;Diets;Food and Drink;Cookbooks;Health,February 22nd 2015,61,BB Link,None
77284,77284,2815,3413,A Time for Renewal : Book Two in the the gripping uplifting Rivenshaw Saga set at the close of World War Two,Anna Jacobs,Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Sagas,12 Jul 2016,352,Hodder & Stoughton General Division,English,Green Smoothie: Everyday Green Smoothie For Beginners(10 Day Green Smoothie Cleanse; green smoothies; green smoothies detox; green smoothies recipes; green ... Diet) (healthy food for everyday Book 9),Anna Scott,Nonfiction;Food and Drink;Diets;Food and Drink;Cookbooks;Health,February 22nd 2015,61,BB Link,None
77452,77452,1794,3426,Fool for Love,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,384,AVON BOOKS,English,Fool for Love,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,July 29th 2003,351,Avon,English
77887,77887,247,3445,Beautiful Player,Christina Lauren,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,432,SIMON & SCHUSTER,English,Beautiful Secret,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;New Adult;Adult,April 14th 2015,401,Gallery Books,English
77907,77907,445,3445,A Secret Love,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,27 Sep 2000,374,HarperCollins Publishers Inc,English,Beautiful Secret,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;New Adult;Adult,April 14th 2015,401,Gallery Books,English
77921,77921,596,3445,Beautiful Bombshell,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Dec 2013,160,SIMON & SCHUSTER,English,Beautiful Secret,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;New Adult;Adult,April 14th 2015,401,Gallery Books,English
