,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language
7174,7174,399,215,Kiss Of The Highlander,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,02 Nov 2001,396,Bantam Doubleday Dell Publishing Group Inc,English,Kiss of the Highlander,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Paranormal Romance;Romance;Historical Romance;Fantasy;Paranormal;Fantasy;Historical,September 4th 2001,396,Dell,English
7178,7178,1201,215,The Dark Highlander,Karen Marie Moning,Fantasy:Fantasy Books:Romance:Romance Books,01 Oct 2002,1,Bantam Doubleday Dell Publishing Group Inc,English,Kiss of the Highlander,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Paranormal Romance;Romance;Historical Romance;Fantasy;Paranormal;Fantasy;Historical,September 4th 2001,396,Dell,English
7290,7290,1602,219,The Duke And I : Number 1 in series,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,08 Jun 2006,352,Little Brown Book Group,English,The Duke and I,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Historical;Regency,June 27th 2006,384,Avon,English
7350,7350,2952,220,Rock Chick Rescue,Kristen Ashley,Contemporary Fiction:Adventure Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,10 Jun 2013,389,Kristen Ashley,English,Rock Chick Reckoning,Kristen Ashley,Romance;Contemporary;Romance;Contemporary Romance,November 13th 2011,484,,
7664,7664,128,228,Lover Awakened : A Novel of the Black Dagger Brotherhood,J. R. Ward,Crime:Crime Fiction:Romance:Romance Books,25 Jul 2011,464,Penguin Putnam Inc,English,Lover Revealed,J.R. Ward,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance;Fantasy,March 6th 2007,455,Onyx,English
7669,7669,156,228,Lover Revealed : A Novel of the Black Dagger Brotherhood,J R Ward,Horror:Horror:Romance:Romance Books,25 Jul 2011,463,Penguin Putnam Inc,English,Lover Revealed,J.R. Ward,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance;Fantasy,March 6th 2007,455,Onyx,English
7730,7730,2895,229,New York Actually : A Sparkling Romantic Comedy from the Bestselling Queen of Romance,Sarah Morgan,Adult & Contemporary Romance:Adult & Contemporary Romance,26 Jan 2017,368,HarperCollins Publishers,English,Nine Rules to Break When Romancing a Rake,Sarah MacLean,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance;Adult,March 30th 2010,422,Avon,English
7742,7742,651,230,Motorcycle Man,Kristen Ashley,Contemporary Fiction:Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Jan 2014,518,Little Brown & Company,English,Motorcycle Man,Kristen Ashley,Romance;Romance;Contemporary Romance;Contemporary,May 22nd 2012,335,Smashwords,
7808,7808,641,231,Happy Ever After : Number 4 in series,Nora Roberts,Adult & Contemporary Romance:Adult & Contemporary Romance,06 May 2011,368,Little Brown Book Group,English,Happy Ever After,Nora Roberts,Romance;Romance;Contemporary Romance;Contemporary;Fiction,November 2nd 2010,333,Brilliance Audio,English
7939,7939,252,234,A Bed of Roses,Nora Roberts,Adult & Contemporary Romance:Adult & Contemporary Romance,29 Apr 2010,368,Little Brown Book Group,English,Bed of Roses,Nora Roberts,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Fiction,October 27th 2009,335,Berkley,English
8067,8067,561,236,This Man,Jodi Ellen Malpas,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,10 Oct 2013,464,Orion Publishing Co,English,This Man,Jodi Ellen Malpas,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Did Not Finish,October 20th 2012,448,,
8068,8068,566,236,This Man Confessed,Jodi Ellen Malpas,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Dec 2013,528,Orion Publishing Co,English,This Man,Jodi Ellen Malpas,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Did Not Finish,October 20th 2012,448,,
8133,8133,910,238,Cry No More : A Novel,Linda Howard,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books:Romance:Romance Books,27 Apr 2004,400,Random House USA Inc,English,Cry No More,Linda Howard,Romance;Romance;Romantic Suspense;Suspense;Contemporary;Mystery;Romance;Contemporary Romance,May 27th 2004,384,Piatkus,English
8428,8428,2746,246,Tribute,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Apr 2009,451,Penguin Putnam Inc,English,Tribute,Nora Roberts,Romance;Romance;Romantic Suspense;Fiction;Mystery;Romance;Contemporary Romance;Contemporary,July 8th 2008,392,Putnam,English
8535,8535,2795,249,In Your Dreams,Kristan Higgins,Adult & Contemporary Romance:Adult & Contemporary Romance,30 Sep 2014,469,Harlequin,English,Sweet Dreams,Kristen Ashley,Romance;Romance;Contemporary Romance;Contemporary,April 23rd 2011,562,Amazon Digital Services,
8672,8672,258,254,The Lucky One,Nicholas Sparks,Romance:Romance Books,01 Jul 2010,384,Time Warner Trade Publishing,English,The Lucky One,Nicholas Sparks,Romance;Fiction;Womens Fiction;Chick Lit;Contemporary;Adult,August 11th 2009,326,Grand Central Publishing,English
8841,8841,868,258,Knight,Kristen Ashley,Erotic Fiction,05 Sep 2013,275,Kristen Ashley,English,Knight,Kristen Ashley,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Erotica;Bdsm;Contemporary,April 7th 2012,285,Kristen Ashley,
9115,9115,1876,266,A Rose in Winter,Kathleen E. Woodiwiss,Romance:Romance Books:Historical Romance:Historical Romance,29 Aug 2011,566,HarperCollins Publishers Inc,English,A Rose in Winter,Kathleen E. Woodiwiss,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Fiction,October 1983,567,Avon Books,English
9174,9174,2988,269,Collide : Book One in the Collide Series,Gail McHugh,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 May 2014,416,Atria Books,English,Collide,Gail McHugh,Romance;New Adult;Romance;Contemporary Romance;Contemporary,January 18th 2013,395,,
9252,9252,224,272,The Last Song,Nicholas Sparks,Contemporary Fiction:Romance:Romance Books:Personal Finance,01 Mar 2010,463,Time Warner Trade Publishing,English,The Last Song,Nicholas Sparks,Romance;Fiction;Womens Fiction;Chick Lit;Young Adult;Contemporary,September 8th 2009,390,Grand Central Publishing,English
9580,9580,326,278,Mine Till Midnight,Lisa Kleypas,Romance:Romance Books:Historical Romance:Historical Romance,30 Mar 2011,376,St Martin's Press,English,Mine Till Midnight,Lisa Kleypas,Romance;Historical Romance;Historical;Historical;Historical Fiction;Romance;Historical;Regency,October 2nd 2007,376,St. Martin's Paperbacks,English
9993,9993,731,284,Safe Haven,Nicholas Sparks,Contemporary Fiction:Romance:Romance Books,18 Dec 2012,405,Little Brown & Company,English,Safe Haven,Nicholas Sparks,Romance;Fiction;Womens Fiction;Chick Lit;Contemporary,September 14th 2010,340,Grand Central Publishing,English
10016,10016,313,286,Seduction of a Highland Lass,Maya Banks,Contemporary Fiction:Erotic Fiction:Historical Romance:Historical Romance:Historical Fiction,05 Mar 2015,352,Random House USA Inc,English,Never Love a Highlander,Maya Banks,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,October 25th 2011,305,Ballantine Books,English
10068,10068,1133,287,Hidden Away : A KGI Novel,Maya Banks,Contemporary Fiction:Romance:Romance Books,25 Jul 2011,328,Penguin Putnam Inc,English,Hidden Away,Maya Banks,Romance;Romance;Romantic Suspense;War;Military;Romance;Contemporary Romance;Contemporary,March 1st 2011,336,Berkley Sensation,English
10172,10172,118,290,Lover Reborn,J R Ward,Horror:Horror:Romance:Romance Books,02 Oct 2012,627,Penguin Putnam Inc,English,Lover Unleashed,J.R. Ward,Fantasy;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Paranormal;Vampires,March 29th 2011,512,NAL,English
10175,10175,139,290,Lover Eternal,J. R. Ward,Fantasy:Fantasy Books:Romance:Romance Books,25 Jul 2011,464,Penguin Putnam Inc,English,Lover Unleashed,J.R. Ward,Fantasy;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Paranormal;Vampires,March 29th 2011,512,NAL,English
10178,10178,154,290,Lover Unbound,J R Ward,Romance:Romance Books,25 Jul 2011,509,Penguin Putnam Inc,English,Lover Unleashed,J.R. Ward,Fantasy;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Paranormal;Vampires,March 29th 2011,512,NAL,English
10187,10187,727,290,Lover at Last,J R Ward,Romance:Romance Books,01 Oct 2013,620,Berkley Books,English,Lover Unleashed,J.R. Ward,Fantasy;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Paranormal;Vampires,March 29th 2011,512,NAL,English
10263,10263,2859,292,First Star I See Tonight : A Chicago Stars Novel,Susan Elizabeth Phillips,Adult & Contemporary Romance:Adult & Contemporary Romance,06 Jul 2017,384,HarperCollins Publishers Inc,English,First Lady,Susan Elizabeth Phillips,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Fiction,February 8th 2000,384,Avon,English
10340,10340,1231,293,A Lot Like Love,Julie James,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,304,Penguin Putnam Inc,English,A Lot like Love,Julie James,Romance;Contemporary Romance;Romance;Contemporary;Womens Fiction;Chick Lit;Adult;Suspense,March 1st 2011,274,Penguin,
10453,10453,1779,294,The Night Circus,Erin Morgenstern,Contemporary Fiction:Historical Romance:Historical Romance:Historical Fiction,03 Jul 2012,528,Turtleback Books,English,The Night Circus,Erin Morgenstern,Historical;Historical Fiction;Adult;Adult Fiction,September 13th 2011,400,Doubleday,English
10577,10577,603,296,The Darkest Whisper,Gena Showalter,Fantasy:Fantasy Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Aug 2009,416,HarperCollins Publishers,English,The Darkest Surrender,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,September 27th 2011,426,HQN Books,English
10799,10799,650,303,Night Play,Sherrilyn Kenyon,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Aug 2009,371,St Martin's Press,English,Night Pleasures,Sherrilyn Kenyon,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,September 15th 2009,320,St. Martin's Press,English
10807,10807,1109,303,Seize the Night,Sherrilyn Kenyon,Romance:Romance Books,06 Aug 2009,339,St Martin's Press,English,Night Pleasures,Sherrilyn Kenyon,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,September 15th 2009,320,St. Martin's Press,English
10814,10814,1172,303,Kiss of the Night,Sherrilyn Kenyon,Contemporary Fiction:Romance:Romance Books,30 Apr 2010,384,St Martin's Press,English,Night Pleasures,Sherrilyn Kenyon,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,September 15th 2009,320,St. Martin's Press,English
10823,10823,1353,303,Born of Night,Sherrilyn Kenyon,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Jan 2010,539,St Martin's Press,English,Night Pleasures,Sherrilyn Kenyon,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,September 15th 2009,320,St. Martin's Press,English
10826,10826,1396,303,Night Embrace,Sherrilyn Kenyon,Science Fiction:Science Fiction:Romance:Romance Books,30 Apr 2010,408,St Martin's Press,English,Night Pleasures,Sherrilyn Kenyon,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,September 15th 2009,320,St. Martin's Press,English
11026,11026,590,307,The Darkest Touch : A Spellbinding Paranormal Romance Novel,Gena Showalter,Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Mar 2015,496,Harlequin Books,English,The Darkest Whisper,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,September 1st 2009,406,HQN Books,English
11037,11037,2515,307,The Darkest Promise,Gena Showalter,Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Mar 2018,512,HQN,English,The Darkest Whisper,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,September 1st 2009,406,HQN Books,English
11084,11084,73,309,Graceling,Kristin Cashore,Fantasy:Fantasy Books:Romance:Romance Books:Sci Fi Books for Kids,03 Sep 2009,400,Orion Publishing Co,English,Graceling,Kristin Cashore,Fantasy;Young Adult;Romance;Fiction,October 1st 2008,471,Harcourt,English
11177,11177,189,310,Beautiful Stranger,Christina Lauren,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Jun 2013,352,SIMON & SCHUSTER,English,Beautiful Bastard,Christina Lauren,Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance;New Adult;Adult,February 12th 2013,320,Gallery Books,English
11219,11219,1156,310,Beautiful Secret,Christina Lauren,Contemporary Fiction:Thriller Books:Thrillers:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Apr 2015,400,SIMON & SCHUSTER,English,Beautiful Bastard,Christina Lauren,Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance;New Adult;Adult,February 12th 2013,320,Gallery Books,English
11282,11282,3774,310,Beautiful secret (Un secreto explosivo),Christina Lauren,Erotic Fiction:Romance:Romance Books,21 Jul 2015,357,DEBOLSILLO,Spanish,Beautiful Bastard,Christina Lauren,Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance;New Adult;Adult,February 12th 2013,320,Gallery Books,English
11341,11341,576,311,The Marriage Trap,Jennifer Probst,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Oct 2012,288,SIMON & SCHUSTER,English,The Marriage Trap,Jennifer Probst,Romance;Romance;Contemporary Romance;Contemporary;Adult;Womens Fiction;Chick Lit,October 2nd 2012,328,,
11414,11414,3319,312,"The The Mane Event: The Mane Event WITH ""Christmas Pride"" AND ""Shaw's Tail""",Shelly Laurenston,Erotic Fiction:Romance:Romance Books,06 Nov 2007,320,Kensington Publishing,English,The Mane Squeeze,Shelly Laurenston,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Paranormal;Shapeshifters;Fantasy,November 1st 2009,380,Brava,English
11554,11554,1467,315,The Princess Bride,William Goldman,Adventure Books:Fantasy:Fantasy Books:Romance:Romance Books:Historical Fiction,01 Oct 2007,456,Turtleback Books,English,The Princess Bride,William Goldman,Fantasy;Science Fiction Fantasy;Young Adult,July 15th 2003,398,Ballantine Books (Ballantine Reader's Circle),English
11569,11569,843,317,Nauti Boy,Lora Leigh,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,296,Penguin Putnam Inc,English,Nauti Boy,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Romance;Erotic Romance;Contemporary;Romance;Romantic Suspense,March 1st 2007,294,Heat,English
11604,11604,3201,317,Nauti Boy,Lora Leigh,Erotic Fiction:Romance:Romance Books,24 Apr 2008,294,Penguin Putnam Inc,English,Nauti Boy,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Romance;Erotic Romance;Contemporary;Romance;Romantic Suspense,March 1st 2007,294,Heat,English
11936,11936,364,323,The Immortal Highlander,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,01 Aug 2005,384,Bantam Doubleday Dell Publishing Group Inc,English,Beyond the Highland Mist,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Historical Romance;Romance;Paranormal Romance;Fantasy;Fantasy;Paranormal;Historical,May 29th 2007,375,Dell,English
11937,11937,399,323,Kiss Of The Highlander,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,02 Nov 2001,396,Bantam Doubleday Dell Publishing Group Inc,English,Beyond the Highland Mist,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Historical Romance;Romance;Paranormal Romance;Fantasy;Fantasy;Paranormal;Historical,May 29th 2007,375,Dell,English
11939,11939,461,323,To Tame A Highland Warrior,Karen Marie Moning,Historical Romance:Historical Romance,01 Mar 2000,366,Bantam Doubleday Dell Publishing Group Inc,English,Beyond the Highland Mist,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Historical Romance;Romance;Paranormal Romance;Fantasy;Fantasy;Paranormal;Historical,May 29th 2007,375,Dell,English
12018,12018,1216,325,Immortals After Dark #8: Demon from the Dark,Kresley Cole,Fantasy:Fantasy Books:Romance:Romance Books,14 Sep 2010,384,SIMON & SCHUSTER,English,Demon from the Dark,Kresley Cole,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Vampires;Fantasy;Paranormal;Demons,August 24th 2010,430,Pocket Books,English
12029,12029,3902,326,If I Were You,Lisa Renee Jones,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Jul 2015,383,POCKET BOOKS,English,If I Were You,Lisa Renee Jones,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Contemporary;Adult;Romance;Contemporary Romance;Mystery;Romance;Erotic Romance;Suspense;Romance;Romantic Suspense,September 13th 2012,384,Lisa Renee Jones,
12366,12366,164,329,The Darkest Seduction,Gena Showalter,Fantasy:Fantasy Books:Romance:Romance Books,21 Feb 2012,384,Harlequin (UK),English,The Darkest Secret,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,March 29th 2011,410,HQN Books,English
12370,12370,603,329,The Darkest Whisper,Gena Showalter,Fantasy:Fantasy Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Aug 2009,416,HarperCollins Publishers,English,The Darkest Secret,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,March 29th 2011,410,HQN Books,English
12404,12404,1235,335,Losing It,Cora Carmack,Contemporary Fiction:Romance:Romance Books,28 Mar 2013,288,Ebury Publishing,English,Losing It,Cora Carmack,Contemporary;Romance;Contemporary Romance;Academic;College;Romance;Womens Fiction;Chick Lit;New Adult;Adult;Fiction;Young Adult;Did Not Finish,October 15th 2012,189,HarperCollins Publishers,English
12554,12554,2994,338,Key of Light : Key Trilogy,Nora Roberts,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Nov 2003,352,Berkley Books,English,Key of Knowledge,Nora Roberts,Romance;Fantasy;Paranormal;Fantasy;Fiction;Romance;Paranormal Romance,November 25th 2003,327,Jove Pubns,English
12654,12654,2384,344,Untamed,Pamela Clare,Military Fiction:Historical Romance:Historical Romance:Historical Fiction,03 Jan 2012,354,Penguin Putnam Inc,English,Untamed,Pamela Clare,Romance;Historical Romance;Historical;Romance,December 1st 2008,347,Leisure Books,English
12708,12708,1743,346,Not Quite a Husband,Sherry Thomas,Romance:Romance Books:Historical Romance:Historical Romance,19 May 2009,341,Random House USA Inc,English,Not Quite a Husband,Sherry Thomas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Fiction,May 19th 2009,341,Bantam,English
12751,12751,1745,347,Prince of Dreams,Lisa Kleypas,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,17 Aug 2011,404,HarperCollins Publishers Inc,English,Where Dreams Begin,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Regency;Adult,November 26th 2013,373,Avon,English
13025,13025,1757,352,The Phantom of the Opera,Gaston Leroux:Dr John L Flynn:J R Ward,Classic Books & Novels:Romance:Romance Books:Historical Romance:Historical Romance,05 Oct 2010,271,Penguin Putnam Inc,English,The Phantom of the Opera,Gaston Leroux;Alexander Teixeira de Mattos,Horror;Romance;Mystery;Gothic;Historical;Historical Fiction;Cultural;France;Literature;Fantasy,December 30th 1987,360,Harper Perennial,English
13183,13183,2868,355,The Last Boyfriend,Nora Roberts,Adult & Contemporary Romance:Adult & Contemporary Romance,08 May 2012,479,Large Print Press,English,The Last Boyfriend,Nora Roberts;MacLeod Andrews,Romance;Romance;Contemporary Romance;Contemporary;Fiction;Womens Fiction;Chick Lit,May 1st 2012,11,Brilliance Audio,English
13537,13537,1048,366,Visions of Heat : Book 2,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,22 Apr 2010,352,Orion Publishing Co,English,Visions of Heat,Nalini Singh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Shapeshifters;Fantasy;Urban Fantasy,March 6th 2007,332,Berkley Sensation,English
13558,13558,1221,366,Heart of Obsidian,Nalini Singh,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Nov 2013,371,Jove Books,English,Visions of Heat,Nalini Singh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Shapeshifters;Fantasy;Urban Fantasy,March 6th 2007,332,Berkley Sensation,English
13574,13574,484,367,The Many Sins Of Lord Cameron,Jennifer Ashley,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,03 Nov 2011,312,Penguin Putnam Inc,English,The Many Sins of Lord Cameron,Jennifer Ashley,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,August 2nd 2011,298,Berkley Sensation,English
13883,13883,2096,379,The Grand Sophy,Georgette Heyer,Contemporary Fiction:Historical Romance:Historical Romance:Historical Fiction,24 Sep 2013,336,Cornerstone,English,The Grand Sophy,Georgette Heyer,Romance;Historical;Historical Fiction;Historical;Romance;Historical Romance;Historical;Regency;Fiction;Classics,June 3rd 2004,328,Arrow,English
14180,14180,1250,388,Hostage to Pleasure : Book 5,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,10 Mar 2011,352,Orion Publishing Co,English,Hostage to Pleasure,Nalini Singh,Fantasy;Paranormal;Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Shapeshifters;Fantasy;Urban Fantasy,September 1st 2008,330,Berkley Books,English
14286,14286,2857,389,Birthright,Nora Roberts,Contemporary Fiction:Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Mar 2004,512,Penguin Putnam Inc,English,Birthright,Nora Roberts,Romance;Romance;Romantic Suspense;Fiction;Mystery;Romance;Contemporary Romance,March 30th 2004,502,Jove,English
14347,14347,154,393,Lover Unbound,J R Ward,Romance:Romance Books,25 Jul 2011,509,Penguin Putnam Inc,English,Lover Enshrined,J.R. Ward,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance;Fantasy,June 3rd 2008,534,Signet,English
14391,14391,621,394,The Darkest Hour,Maya Banks,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,304,Penguin Putnam Inc,English,The Darkest Hour,Maya Banks,Romance;Romance;Romantic Suspense;War;Military;Suspense;Contemporary,September 7th 2010,304,Berkley,English
14443,14443,176,397,Married by Morning : One night can change everything . . .,Lisa Kleypas,Historical Romance:Historical Romance,27 Dec 2010,341,St Martin's Press,English,Married By Morning,Lisa Kleypas,Romance;Historical Romance;Historical;Romance;Historical;Historical Fiction;Historical;Regency;Adult,May 25th 2010,341,St. Martin's Paperbacks,English
14475,14475,1971,397,Marrying Winterborne,Lisa Kleypas,Historical Romance:Historical Romance,31 May 2016,416,Little Brown Book Group,English,Married By Morning,Lisa Kleypas,Romance;Historical Romance;Historical;Romance;Historical;Historical Fiction;Historical;Regency;Adult,May 25th 2010,341,St. Martin's Paperbacks,English
14793,14793,2791,408,Glitter Baby,Susan Elizabeth Phillips,Adult & Contemporary Romance:Adult & Contemporary Romance,08 Jul 2011,438,HarperCollins Publishers Inc,English,Glitter Baby,Susan Elizabeth Phillips,Romance;Contemporary Romance;Romance;Contemporary;Womens Fiction;Chick Lit;Fiction,,429,Piatkus,English
15129,15129,151,416,Faefever,Karen Marie Moning,Fantasy:Fantasy Books:Romance:Romance Books,03 Sep 2009,389,Random House USA Inc,English,Faefever,Karen Marie Moning,Fantasy;Urban Fantasy;Fantasy;Paranormal;Fantasy;Fairies;Fae;Romance;Paranormal Romance;Adult,September 16th 2008,327,Delacorte Press,English
15227,15227,164,422,The Darkest Seduction,Gena Showalter,Fantasy:Fantasy Books:Romance:Romance Books,21 Feb 2012,384,Harlequin (UK),English,The Darkest Seduction,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,February 28th 2012,504,HQN Books,English
15401,15401,419,426,Then Came You,Lisa Kleypas,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,30 Jun 2015,400,HarperCollins Publishers Inc,English,Then Came You,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Adult,September 30th 2003,384,Avon,English
15506,15506,1557,430,Slightly Wicked,Mary Balogh,Historical Romance:Historical Romance,29 Apr 2003,342,Bantam Doubleday Dell Publishing Group Inc,English,Slightly Dangerous,Mary Balogh,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,March 1st 2005,365,Dell,English
15589,15589,197,432,Archangel's Storm,Nalini Singh,Romance:Romance Books,04 Sep 2012,337,Penguin Putnam Inc,English,Angels' Blood,Nalini Singh,Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,March 3rd 2009,339,Berkley Sensation,
15608,15608,1089,432,Archangel's Heart : Book 9,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,03 Nov 2016,400,Orion Publishing Co,English,Angels' Blood,Nalini Singh,Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,March 3rd 2009,339,Berkley Sensation,
15609,15609,1107,432,Archangel's Heart,Nalini Singh,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,01 Nov 2016,400,Berkley Books,English,Angels' Blood,Nalini Singh,Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,March 3rd 2009,339,Berkley Sensation,
15614,15614,1154,432,Angels' Blood,Nalini Singh,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,16 Jul 2009,353,Penguin Putnam Inc,English,Angels' Blood,Nalini Singh,Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,March 3rd 2009,339,Berkley Sensation,
15819,15819,1073,440,Taken by Midnight : A Midnight Breed Novel,Lara Adrian,Horror:Horror:Romance:Romance Books,28 Sep 2010,400,Random House USA Inc,English,Midnight Awakening,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,November 27th 2007,369,Dell,English
